"Adjuntas, PR",PR	,18.1638,-66.7235
"Admire, KS",KS	,38.6410,-96.1020
"Adona, AR",AR	,35.0399,-92.8992
"Adrian, GA",GA	,32.5306,-82.5920
"Adrian, MI",MI	,41.8994,-84.0447
"Adrian, MN",MN	,43.6332,-95.9329
"Adrian, MO",MO	,38.3944,-94.3435
"Adrian, OR",OR	,43.7408,-117.0709
"Adrian, TX",TX	,35.2741,-102.6672
"Adrian, WV",WV	,38.9069,-80.2729
"Advance, IN",IN	,39.9956,-86.6199
"Advance, MI",MI	,45.2161,-85.0807
"Advance, MO",MO	,37.1038,-89.9120
"Advance, NC",NC	,35.9468,-80.4045
"Adwolf, VA",VA	,36.7942,-81.5937
"Aetna Estates, CO",CO	,39.7381,-104.6732
"Affton, MO",MO	,38.5499,-90.3264
"Afton, IA",IA	,41.0276,-94.1953
"Afton, MN",MN	,44.9041,-92.8174
"Afton, OK",OK	,36.6965,-94.9575
"Afton, VA",VA	,38.0266,-78.8357
"Afton, WY",WY	,42.7270,-110.9315
"Agar, SD",SD	,44.8397,-100.0732
"Agency Village, SD",SD	,45.5796,-97.0782
"Agency, IA",IA	,40.9970,-92.3073
"Agency, MO",MO	,39.6699,-94.7587
"Agenda, KS",KS	,39.7066,-97.4322
"Ages, KY",KY	,36.8569,-83.2426
"Agnew, NE",NE	,41.0142,-96.8143
"Agoura Hills, CA",CA	,34.1510,-118.7609
"Agra, KS",KS	,39.7612,-99.1195
"Agra, OK",OK	,35.8950,-96.8703
"Agricola, MS",MS	,30.8120,-88.5224
"Agua Dulce, CA",CA	,34.5044,-118.3160
"Agua Dulce, TX",TX	,31.6549,-106.1369
"Agua Fria, NM",NM	,35.6615,-106.0149
"Aguada, PR",PR	,18.3803,-67.1884
"Aguadilla, PR",PR	,18.4382,-67.1537
"Aguanga, CA",CA	,33.4522,-116.8555
"Aguas Buenas, PR",PR	,18.2573,-66.1061
"Aguas Claras, PR",PR	,18.2447,-65.6662
"Aguila, AZ",AZ	,33.9376,-113.1665
"Aguilar, CO",CO	,37.4036,-104.6550
"Aguilita, PR",PR	,18.0284,-66.5330
"Ahmeek, MI",MI	,47.2985,-88.3971
"Ahoskie, NC",NC	,36.2842,-76.9902
"Ahtanum, WA",WA	,46.5573,-120.6138
"Ahuimanu, HI",HI	,21.4379,-157.8404
"Ahwahnee, CA",CA	,37.3654,-119.7166
"Ai, OH",OH	,41.6272,-83.9384
"Aibonito, PR",PR	,18.1398,-66.2659
"Aiea, HI",HI	,21.3865,-157.9232
"Aiken, SC",SC	,33.5303,-81.7271
"Ailey, GA",GA	,32.1882,-82.5698
"Ainaloa, HI",HI	,19.5215,-154.9944
"Ainsworth, IA",IA	,41.2901,-91.5545
"Ainsworth, NE",NE	,42.5485,-99.8576
"Air Force Academy, CO",CO	,38.9942,-104.8639
"Airmont, NY",NY	,41.0992,-74.0989
"Airport Drive, MO",MO	,37.1405,-94.5162
"Airport Heights, TX",TX	,26.4087,-98.8367
"Airport Road Addition, TX",TX	,27.2190,-98.0981
"Airport, CA",CA	,37.6337,-120.9720
"Airway Heights, WA",WA	,47.6459,-117.5792
"Aitkin, MN",MN	,46.5262,-93.7056
"Ajo, AZ",AZ	,32.3923,-112.8839
"Ak-Chin Village, AZ",AZ	,33.0197,-112.0808
"Akaska, SD",SD	,45.3310,-100.1208
"Akeley, MN",MN	,47.0005,-94.7280
"Akhiok, AK",AK	,56.9450,-154.2150
"Akiachak, AK",AK	,60.9210,-161.4021
"Akiak, AK",AK	,60.9061,-161.2122
"Akins, OK",OK	,35.5043,-94.6700
"Akron, AL",AL	,32.8785,-87.7429
"Akron, CO",CO	,40.1635,-103.2202
"Akron, IA",IA	,42.8268,-96.5572
"Akron, IN",IN	,41.0388,-86.0249
"Akron, MI",MI	,43.5667,-83.5143
"Akron, NY",NY	,43.0180,-78.4978
"Akron, OH",OH	,41.0798,-81.5219
"Akron, PA",PA	,40.1580,-76.2031
"Akutan, AK",AK	,54.1594,-165.7328
"Akwesasne, NY",NY	,44.9647,-74.6664
"Alabaster, AL",AL	,33.2198,-86.8225
"Alachua, FL",FL	,29.7779,-82.4832
"Alafaya, FL",FL	,28.5280,-81.1868
"Alakanuk, AK",AK	,62.6902,-164.6305
"Alamance, NC",NC	,36.0285,-79.4890
"Alameda, CA",CA	,37.7668,-122.2670
"Alamillo, NM",NM	,34.2519,-106.9158
"Alamo Beach, TX",TX	,28.5734,-96.5655
"Alamo Heights, TX",TX	,29.4828,-98.4682
"Alamo Lake, AZ",AZ	,34.2588,-113.5079
"Alamo, CA",CA	,37.8548,-122.0136
"Alamo, GA",GA	,32.1469,-82.7798
"Alamo, IN",IN	,39.9834,-87.0552
"Alamo, ND",ND	,48.5824,-103.4676
"Alamo, NM",NM	,34.4184,-107.5125
"Alamo, NV",NV	,37.3771,-115.1678
"Alamo, TN",TN	,35.7830,-89.1168
"Alamo, TX",TX	,26.1810,-98.1177
"Alamogordo, NM",NM	,32.8837,-105.9625
"Alamosa East, CO",CO	,37.4766,-105.8397
"Alamosa, CO",CO	,37.4752,-105.8770
"Alanreed, TX",TX	,35.2117,-100.7325
"Alanson, MI",MI	,45.4425,-84.7871
"Alapaha, GA",GA	,31.3832,-83.2237
"Alatna, AK",AK	,66.5638,-152.8385
"Alba, MI",MI	,44.9786,-84.9695
"Alba, MO",MO	,37.2372,-94.4176
"Alba, PA",PA	,41.7059,-76.8277
"Alba, TX",TX	,32.7906,-95.6343
"Albany, CA",CA	,37.8897,-122.3018
"Albany, GA",GA	,31.5776,-84.1762
"Albany, IL",IL	,41.7861,-90.2163
"Albany, IN",IN	,40.3056,-85.2331
"Albany, KY",KY	,36.6906,-85.1353
"Albany, LA",LA	,30.4993,-90.5839
"Albany, MN",MN	,45.6284,-94.5675
"Albany, MO",MO	,40.2479,-94.3335
"Albany, NY",NY	,42.6664,-73.7987
"Albany, OH",OH	,39.2245,-82.1975
"Albany, OK",OK	,33.8769,-96.1600
"Albany, OR",OR	,44.6272,-123.0965
"Albany, TX",TX	,32.7272,-99.2957
"Albany, WI",WI	,42.7069,-89.4367
"Albany, WY",WY	,41.1869,-106.1255
"Albee, SD",SD	,45.0513,-96.5535
"Albemarle, NC",NC	,35.3594,-80.1915
"Albers, IL",IL	,38.5452,-89.6142
"Albert City, IA",IA	,42.7816,-94.9491
"Albert Lea, MN",MN	,43.6548,-93.3643
"Albert, KS",KS	,38.4540,-99.0111
"Alberta, MN",MN	,45.5749,-96.0504
"Alberta, VA",VA	,36.8552,-77.8937
"Alberton, MT",MT	,47.0037,-114.4817
"Albertson, NY",NY	,40.7715,-73.6482
"Albertville, AL",AL	,34.2633,-86.2108
"Albertville, MN",MN	,45.2364,-93.6618
"Albia, IA",IA	,41.0268,-92.8038
"Albin, WY",WY	,41.4170,-104.1016
"Albion, CA",CA	,39.2256,-123.7564
"Albion, IA",IA	,42.1125,-92.9886
"Albion, ID",ID	,42.4098,-113.5806
"Albion, IL",IL	,38.3766,-88.0580
"Albion, IN",IN	,41.3966,-85.4187
"Albion, MI",MI	,42.2478,-84.7572
"Albion, NE",NE	,41.6873,-97.9989
"Albion, NY",NY	,43.2460,-78.1902
"Albion, OK",OK	,34.6622,-95.0993
"Albion, PA",PA	,41.8904,-80.3641
"Albion, WA",WA	,46.7916,-117.2511
"Albright, WV",WV	,39.4937,-79.6399
"Albrightsville, PA",PA	,41.0116,-75.6068
"Albuquerque, NM",NM	,35.1054,-106.6465
"Alburnett, IA",IA	,42.1488,-91.6205
"Alburtis, PA",PA	,40.5090,-75.6001
"Alcalde, NM",NM	,36.0854,-106.0575
"Alcan Border, AK",AK	,62.6727,-141.1321
"Alcester, SD",SD	,43.0278,-96.6268
"Alcoa, TN",TN	,35.8076,-83.9753
"Alcolu, SC",SC	,33.7547,-80.2221
"Alcorn State University, MS",MS	,31.8804,-91.1407
"Alcova, WY",WY	,42.5543,-106.7263
"Alda, NE",NE	,40.8666,-98.4680
"Aldan, PA",PA	,39.9224,-75.2881
"Alden, IA",IA	,42.5115,-93.3805
"Alden, IL",IL	,42.4588,-88.5184
"Alden, KS",KS	,38.2444,-98.3118
"Alden, MI",MI	,44.8792,-85.2729
"Alden, MN",MN	,43.6695,-93.5735
"Alder, MT",MT	,45.3216,-112.1093
"Alder, WA",WA	,46.7872,-122.2667
"Alderpoint, CA",CA	,40.1613,-123.6158
"Alderson, OK",OK	,34.9006,-95.6896
"Alderson, WV",WV	,37.7277,-80.6436
"Alderton, WA",WA	,47.1728,-122.2209
"Alderwood Manor, WA",WA	,47.8146,-122.2672
"Aldie, VA",VA	,38.9761,-77.6450
"Aldine, TX",TX	,29.9123,-95.3784
"Aldora, GA",GA	,33.0508,-84.1758
"Aldrich, MN",MN	,46.3747,-94.9395
"Aldrich, MO",MO	,37.5489,-93.5512
"Aledo, IL",IL	,41.1990,-90.7459
"Aledo, TX",TX	,32.6974,-97.6069
"Aleknagik, AK",AK	,59.2946,-158.6896
"Aleneva, AK",AK	,58.0590,-152.9091
"Alex, OK",OK	,34.9228,-97.7763
"Alexander City, AL",AL	,32.9229,-85.9358
"Alexander, AR",AR	,34.6185,-92.4512
"Alexander, IA",IA	,42.8044,-93.4786
"Alexander, IL",IL	,39.7218,-90.0368
"Alexander, KS",KS	,38.4695,-99.5530
"Alexander, ND",ND	,47.8393,-103.6426
"Alexandria Bay, NY",NY	,44.3400,-75.9161
"Alexandria, AL",AL	,33.7675,-85.8792
"Alexandria, IN",IN	,40.2630,-85.6737
"Alexandria, KY",KY	,38.9621,-84.3859
"Alexandria, LA",LA	,31.2923,-92.4702
"Alexandria, MN",MN	,45.8776,-95.3767
"Alexandria, MO",MO	,40.3598,-91.4595
"Alexandria, NE",NE	,40.2475,-97.3878
"Alexandria, OH",OH	,40.0900,-82.6118
"Alexandria, PA",PA	,40.5583,-78.0997
"Alexandria, SD",SD	,43.6541,-97.7798
"Alexandria, TN",TN	,36.0791,-86.0382
"Alexandria, VA",VA	,38.8185,-77.0861
"Alexis, IL",IL	,41.0630,-90.5555
"Alexis, NC",NC	,35.3968,-81.1190
"Alfarata, PA",PA	,40.6618,-77.4560
"Alford, FL",FL	,30.6967,-85.3953
"Alfordsville, IN",IN	,38.5604,-86.9481
"Alfred, TX",TX	,27.8742,-97.9799
"Alger, OH",OH	,40.7096,-83.8441
"Alger, WA",WA	,48.6175,-122.3368
"Algiers, VT",VT	,42.8182,-72.5771
"Algodones, NM",NM	,35.3804,-106.4731
"Algoma, MS",MS	,34.1788,-89.0336
"Algoma, WI",WI	,44.6058,-87.4465
"Algona, IA",IA	,43.0743,-94.2311
"Algona, WA",WA	,47.2820,-122.2504
"Algonac, MI",MI	,42.6207,-82.5339
"Algonquin, IL",IL	,42.1629,-88.3159
"Algonquin, MD",MD	,38.5843,-76.0965
"Algood, TN",TN	,36.2000,-85.4468
"Alhambra Valley, CA",CA	,37.9668,-122.1361
"Alhambra, CA",CA	,34.0840,-118.1355
"Alhambra, IL",IL	,38.8878,-89.7362
"Ali Chuk, AZ",AZ	,31.8169,-112.5584
"Ali Chukson, AZ",AZ	,31.9115,-111.8017
"Ali Molina, AZ",AZ	,31.9025,-111.7804
"Alianza, PR",PR	,18.4533,-66.8556
"Alice Acres, TX",TX	,27.7119,-98.1080
"Alice, ND",ND	,46.7600,-97.5562
"Alice, TX",TX	,27.7556,-98.0653
"Aliceville, AL",AL	,33.1237,-88.1593
"Alicia, AR",AR	,35.8929,-91.0835
"Aline, OK",OK	,36.5097,-98.4485
"Aliquippa, PA",PA	,40.6155,-80.2547
"Aliso Viejo, CA",CA	,33.5792,-117.7289
"Alix, AR",AR	,35.4219,-93.7289
"Allakaket, AK",AK	,66.5506,-152.6270
"Allardt, TN",TN	,36.3811,-84.8814
"Alleene, AR",AR	,33.7648,-94.2622
"Allegan, MI",MI	,42.5299,-85.8462
"Alleghany, CA",CA	,39.4666,-120.8411
"Alleghenyville, PA",PA	,40.2327,-75.9762
"Alleman, IA",IA	,41.8149,-93.6092
"Allen Park, MI",MI	,42.2595,-83.2107
"Allen, KS",KS	,38.6550,-96.1697
"Allen, KY",KY	,37.6119,-82.7291
"Allen, MD",MD	,38.2894,-75.6904
"Allen, MI",MI	,41.9581,-84.7680
"Allen, NE",NE	,42.4144,-96.8431
"Allen, OK",OK	,34.8776,-96.4129
"Allen, SD",SD	,43.2792,-101.9265
"Allen, TX",TX	,33.1088,-96.6735
"Allendale, CA",CA	,38.4427,-121.9815
"Allendale, IL",IL	,38.5276,-87.7103
"Allendale, MI",MI	,42.9845,-85.9499
"Allendale, MO",MO	,40.4853,-94.2887
"Allendale, NJ",NJ	,41.0332,-74.1333
"Allendale, SC",SC	,33.0080,-81.3092
"Allenhurst, GA",GA	,31.7839,-81.6078
"Allenhurst, NJ",NJ	,40.2362,-74.0017
"Allenport, PA",PA	,40.3686,-77.8707
"Allens Grove, WI",WI	,42.5783,-88.7668
"Allenspark, CO",CO	,40.2099,-105.5112
"Allensville, KY",KY	,36.7163,-87.0683
"Allensville, PA",PA	,40.5330,-77.8142
"Allensworth, CA",CA	,35.8500,-119.3892
"Allenton, WI",WI	,43.4218,-88.3448
"Allentown, FL",FL	,30.7745,-87.0822
"Allentown, GA",GA	,32.5855,-83.2273
"Allentown, NJ",NJ	,40.1778,-74.5873
"Allentown, PA",PA	,40.5961,-75.4756
"Allenville, IL",IL	,39.5583,-88.5387
"Allenville, MO",MO	,37.2217,-89.7555
"Allenwood, NJ",NJ	,40.1384,-74.1032
"Allenwood, PA",PA	,41.1081,-76.8981
"Allerton, IA",IA	,40.7077,-93.3692
"Allerton, IL",IL	,39.9161,-87.9353
"Allgood, AL",AL	,33.9064,-86.5178
"Alliance, NC",NC	,35.1434,-76.8084
"Alliance, NE",NE	,42.1025,-102.8766
"Alliance, OH",OH	,40.9107,-81.1189
"Alligator, MS",MS	,34.0899,-90.7206
"Allison Gap, VA",VA	,36.8998,-81.7869
"Allison Park, PA",PA	,40.5730,-79.9603
"Allison, IA",IA	,42.7520,-92.7957
"Allison, PA",PA	,39.9852,-79.8732
"Allison, TX",TX	,35.6120,-100.1115
"Allisonia, VA",VA	,36.9342,-80.7255
"Allouez, WI",WI	,44.4721,-88.0259
"Allport, AR",AR	,34.5399,-91.7839
"Allport, PA",PA	,40.9660,-78.2066
"Allyn, WA",WA	,47.3863,-122.8386
"Alma Center, WI",WI	,44.4370,-90.9128
"Alma, AR",AR	,35.4919,-94.2165
"Alma, CO",CO	,39.2860,-106.0672
"Alma, GA",GA	,31.5432,-82.4745
"Alma, IL",IL	,38.7229,-88.9118
"Alma, KS",KS	,39.0152,-96.2871
"Alma, MI",MI	,43.3799,-84.6556
"Alma, MO",MO	,39.0964,-93.5478
"Alma, NE",NE	,40.1036,-99.3657
"Alma, TX",TX	,32.2813,-96.5497
"Alma, WI",WI	,44.3374,-91.9221
"Almedia, PA",PA	,41.0144,-76.3850
"Almena, KS",KS	,39.8913,-99.7097
"Almena, WI",WI	,45.4149,-92.0384
"Almira, WA",WA	,47.7105,-118.9369
"Almond, WI",WI	,44.2607,-89.4087
"Almont, MI",MI	,42.9206,-83.0434
"Almont, ND",ND	,46.7283,-101.5026
"Almyra, AR",AR	,34.4057,-91.4108
"Aloha, OR",OR	,45.4920,-122.8725
"Alondra Park, CA",CA	,33.8885,-118.3350
"Alorton, IL",IL	,38.5849,-90.1138
"Alpaugh, CA",CA	,35.8890,-119.4858
"Alpena, AR",AR	,36.2897,-93.3037
"Alpena, MI",MI	,45.0740,-83.4402
"Alpena, SD",SD	,44.1829,-98.3683
"Alpha, IL",IL	,41.1915,-90.3805
"Alpha, MI",MI	,46.0441,-88.3776
"Alpha, MN",MN	,43.6377,-94.8712
"Alpha, NJ",NJ	,40.6598,-75.1571
"Alpharetta, GA",GA	,34.0704,-84.2738
"Alpine Northeast, WY",WY	,43.1938,-111.0072
"Alpine Northwest, WY",WY	,43.1817,-111.0347
"Alpine Village, CA",CA	,38.7793,-119.8077
"Alpine, AR",AR	,34.2268,-93.3783
"Alpine, AZ",AZ	,33.8461,-109.1433
"Alpine, CA",CA	,32.8439,-116.7585
"Alpine, CO",CO	,37.6877,-106.5860
"Alpine, NJ",NJ	,40.9616,-73.9198
"Alpine, OR",OR	,44.3303,-123.3628
"Alpine, TX",TX	,30.3640,-103.6650
"Alpine, UT",UT	,40.4629,-111.7724
"Alpine, WY",WY	,43.1646,-111.0200
"Alsace Manor, PA",PA	,40.3973,-75.8548
"Alsea, OR",OR	,44.3815,-123.5958
"Alsen, ND",ND	,48.6303,-98.7048
"Alsey, IL",IL	,39.5592,-90.4328
"Alsip, IL",IL	,41.6701,-87.7368
"Alston, GA",GA	,32.0810,-82.4789
"Alta Sierra, CA",CA	,35.7292,-118.5493
"Alta Sierra, CA",CA	,39.1237,-121.0523
"Alta Vista, IA",IA	,43.1967,-92.4170
"Alta Vista, KS",KS	,38.8628,-96.4888
"Alta, CA",CA	,39.2138,-120.8033
"Alta, IA",IA	,42.6717,-95.3045
"Alta, UT",UT	,40.5818,-111.6229
"Alta, WY",WY	,43.7737,-111.0312
"Altadena, CA",CA	,34.1927,-118.1346
"Altamahaw, NC",NC	,36.1868,-79.5051
"Altamont, IL",IL	,39.0566,-88.7477
"Altamont, KS",KS	,37.1875,-95.2898
"Altamont, MO",MO	,39.8886,-94.0866
"Altamont, NY",NY	,42.7056,-74.0340
"Altamont, OR",OR	,42.1980,-121.7248
"Altamont, PA",PA	,40.7850,-76.2169
"Altamont, SD",SD	,44.8408,-96.6901
"Altamont, TN",TN	,35.4325,-85.7433
"Altamont, UT",UT	,40.3589,-110.2881
"Altamonte Springs, FL",FL	,28.6615,-81.3953
"Altavista, VA",VA	,37.1235,-79.2856
"Altenburg, MO",MO	,37.6304,-89.5860
"Altha, FL",FL	,30.5721,-85.1263
"Altheimer, AR",AR	,34.3241,-91.8481
"Altmar, NY",NY	,43.5110,-76.0037
"Alto Bonito Heights, TX",TX	,26.3158,-98.6413
"Alto Pass, IL",IL	,37.5737,-89.3192
"Alto, CA",CA	,37.9056,-122.5186
"Alto, GA",GA	,34.4649,-83.5727
"Alto, TX",TX	,31.6509,-95.0708
"Alto, WI",WI	,43.6728,-88.7949
"Alton, IA",IA	,42.9876,-96.0094
"Alton, IL",IL	,38.9037,-90.1520
"Alton, IN",IN	,38.1211,-86.4195
"Alton, KS",KS	,39.4678,-98.9486
"Alton, MO",MO	,36.6901,-91.3947
"Alton, TX",TX	,26.2884,-98.3098
"Alton, UT",UT	,37.4303,-112.5061
"Altona, CO",CO	,40.1254,-105.2924
"Altona, IL",IL	,41.1150,-90.1648
"Altona, IN",IN	,41.3521,-85.1525
"Altoona, AL",AL	,34.0308,-86.3179
"Altoona, FL",FL	,28.9681,-81.6482
"Altoona, IA",IA	,41.6483,-93.4783
"Altoona, KS",KS	,37.5249,-95.6615
"Altoona, PA",PA	,40.5082,-78.4007
"Altoona, WA",WA	,46.2699,-123.6144
"Altoona, WI",WI	,44.8029,-91.4385
"Altura, MN",MN	,44.0642,-91.9435
"Alturas, CA",CA	,41.4898,-120.5516
"Alturas, FL",FL	,27.8417,-81.6952
"Altus, AR",AR	,35.4468,-93.7644
"Altus, OK",OK	,34.6565,-99.3061
"Alum Creek, WV",WV	,38.2875,-81.8330
"Alum Rock, CA",CA	,37.3694,-121.8238
"Alva, FL",FL	,26.7188,-81.6269
"Alva, OK",OK	,36.7895,-98.6649
"Alvan, IL",IL	,40.3070,-87.6069
"Alvarado, MN",MN	,48.1930,-96.9984
"Alvarado, TX",TX	,32.4068,-97.2149
"Alverda, PA",PA	,40.6346,-78.8584
"Alvin, TX",TX	,29.3872,-95.2938
"Alvo, NE",NE	,40.8723,-96.3865
"Alvord, IA",IA	,43.3417,-96.3037
"Alvord, TX",TX	,33.3569,-97.6960
"Alvordton, OH",OH	,41.6646,-84.4347
"Alzada, MT",MT	,45.0206,-104.4129
"Ama, LA",LA	,29.9440,-90.2967
"Amado, AZ",AZ	,31.6968,-111.0583
"Amador City, CA",CA	,38.4191,-120.8233
"Amador Pines, CA",CA	,38.4896,-120.5333
"Amagansett, NY",NY	,40.9841,-72.1329
"Amagon, AR",AR	,35.5631,-91.1093
"Amalga, UT",UT	,41.8564,-111.8974
"Amana, IA",IA	,41.8036,-91.8753
"Amanda Park, WA",WA	,47.4532,-123.9194
"Amanda, OH",OH	,39.6501,-82.7414
"Amargosa Valley, NV",NV	,36.5424,-116.4877
"Amargosa, TX",TX	,27.8916,-98.1086
"Amarillo, TX",TX	,35.1984,-101.8316
"Amasa, MI",MI	,46.2295,-88.4579
"Amaya, TX",TX	,28.7121,-99.8353
"Amazonia, MO",MO	,39.8888,-94.8927
"Amber, OK",OK	,35.1602,-97.8820
"Amberg, WI",WI	,45.5062,-87.9873
"Amberley, OH",OH	,39.2035,-84.4283
"Ambia, IN",IN	,40.4892,-87.5164
"Ambler, AK",AK	,67.0897,-157.8725
"Ambler, PA",PA	,40.1564,-75.2215
"Amboy, IL",IL	,41.7287,-89.3685
"Amboy, IN",IN	,40.6017,-85.9272
"Amboy, MN",MN	,43.8880,-94.1584
"Amboy, WA",WA	,45.9122,-122.4796
"Ambridge, PA",PA	,40.5921,-80.2265
"Ambrose, GA",GA	,31.5945,-83.0137
"Ambrose, ND",ND	,48.9559,-103.4813
"Amelia Court House, VA",VA	,37.3367,-77.9882
"Amelia, LA",LA	,29.6645,-91.1072
"Amelia, OH",OH	,39.0269,-84.2218
"Amenia, ND",ND	,47.0065,-97.2241
"American Canyon, CA",CA	,38.1796,-122.2583
"American Falls, ID",ID	,42.7828,-112.8541
"American Fork, UT",UT	,40.3783,-111.7953
"Americus, GA",GA	,32.0736,-84.2248
"Americus, IN",IN	,40.5254,-86.7475
"Americus, KS",KS	,38.5066,-96.2615
"Amery, WI",WI	,45.3045,-92.3635
"Ames Lake, WA",WA	,47.6346,-121.9664
"Ames, IA",IA	,42.0256,-93.6217
"Ames, KS",KS	,39.5689,-97.4510
"Ames, NY",NY	,42.8373,-74.6015
"Ames, OK",OK	,36.2470,-98.1861
"Ames, TX",TX	,30.0451,-94.7373
"Amesti, CA",CA	,36.9583,-121.7805
"Amesville, OH",OH	,39.4015,-81.9548
